OBJECTID;ARRDT;BOIS;TYPE_VOIE;NOM_VOIE;STATUT;TYPOLOGIE;SENS_VELO;TYPOLOGIE_SIMPLE;SHAPE.LEN;geo_shape;geo_point_2d 
1758;16;OUI;PORTE;MAILLOT;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TERRE-PLEIN;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.278814871880077, 48.87706668272455], [2.278722468967766, 48.87718122132809]]}";48.877123952, 2.27876867042
1760;16;NON;VOIE;AZ 16;VOIE 50;CONTINUITE VELO;;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.278814871880077, 48.87706668272455], [2.278886231668316, 48.877024720240016]]}";48.8770457015, 2.27885055177
1762;16;NON;PORTE;MAILLOT;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TERRE-PLEIN;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.278878208300251, 48.87701662272491], [2.27889353772166, 48.87701351321875], [2.278909172565819, 48.87701305296081], [2.279038423354048, 48.877023092466594], [2.279168005654211, 48.87702696356702], [2.279297625250968, 48.8770246574728], [2.279426987844299, 48.87701617941991], [2.279555799717705, 48.87700154865767], [2.279623099652466, 48.87699071900125], [2.279689864472024, 48.876976970490546]]}";48.8770144745, 2.27928491949
1768;16;NON;AVENUE DE;NEW YORK;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.300004293255674, 48.86419134415661], [2.299552257399681, 48.86411426448469]]}";48.8641528043, 2.29977827533
1773;16;NON;AVENUE DE;NEW YORK;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.296334588653847, 48.86342222545415], [2.296234855927268, 48.8633814677595]]}";48.8634018466, 2.29628472229
1781;7;NON;PONT DU;CARROUSSEL;VOIE 50;PISTE CYCLABLE SUR TERRE-PLEIN CENTRAL;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.332477818523703, 48.85864057872865], [2.332386143564441, 48.85866355939841]]}";48.8586520691, 2.33243198104
1785;6;NON;QUAI;VOLTAIRE;VOIE 50;PISTE CYCLABLE SUR TROTTOIR;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.332765037270745, 48.858620254597945], [2.3329152900967, 48.85856392820865], [2.333356186282531, 48.858448276199596]]}";48.8585284918, 2.3330587776
1794;5;NON;QUAI DE;MONTEBELLO;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.347584770907499, 48.852743592180495], [2.347795817382182, 48.85263777588294], [2.348213236429382, 48.85242950805043]]}";48.8525864129, 2.34789893505
1795;5;NON;QUAI DE;MONTEBELLO;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.346971393977734, 48.85305112777399], [2.347174521267994, 48.85294928435154]]}";48.8530002061, 2.34707295762
1797;5;NON;QUAI DE;MONTEBELLO;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.348213236429382, 48.85242950805043], [2.348432238256676, 48.852332663454]]}";48.8523810858, 2.34832273734
1799;15;NON;BOULEVARD DE;VAUGIRARD;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.320390532924312, 48.84218334041795], [2.320051083471231, 48.842085119297025], [2.319758215813645, 48.84201618165978], [2.319678043827375, 48.84199593967269], [2.319245031783936, 48.84187014313136], [2.319068071355678, 48.84181670287257], [2.318429957910356, 48.84163499420261], [2.318411934101424, 48.84163027475785]]}";48.8419101129, 2.31940038021
1808;14;NON;RUE DU;COMMANDANT RENE MOUCHOTTE;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.31892987814313, 48.8375732106257], [2.3190562673150312, 48.837646563491596], [2.319518772421461, 48.83804021521053], [2.320315767739537, 48.83871839761182], [2.321110027018055, 48.839391658657114], [2.3212659340575392, 48.83952690106002], [2.321293782815845, 48.83955449900366], [2.321325625844845, 48.83961739951101], [2.321356316155269, 48.83965481353313], [2.321416582357799, 48.83970121530382]]}";48.8386166034, 2.32019315512
1823;15;NON;RUE DE L;ARMORIQUE;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.314560422171231, 48.83870761845976], [2.314599222802121, 48.83883772952622]]}";48.838772674, 2.31457982249
613;8;NON;BOULEVARD;MALESHERBES;VOIE 50;BANDE CYCLABLE DECALEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.321251231536973, 48.87271895652979], [2.321052802316653, 48.87299813758842]]}";48.8728585471, 2.32115201693
1157;7;NON;RUE DE;CONSTANTINE;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.314694461612406, 48.85817524573125], [2.31471208371974, 48.858331838811715]]}";48.8582535423, 2.31470327267
1159;7;NON;RUE DE;CONSTANTINE;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.314722773179125, 48.85841696422147], [2.314744177823599, 48.8585852671309]]}";48.8585011157, 2.3147334755
1160;7;NON;RUE DE;CONSTANTINE;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.314744177823599, 48.8585852671309], [2.314750348638574, 48.85863984743541]]}";48.8586125573, 2.31474726323
1167;7;NON;RUE DE;CONSTANTINE;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.314850605414642, 48.859472231920456], [2.314899442502496, 48.8598744555995]]}";48.8596733438, 2.31487502396
1168;7;NON;RUE DE;CONSTANTINE;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.314899442502496, 48.8598744555995], [2.314917964471324, 48.86003754699469]]}";48.8599560013, 2.31490870349
1170;7;NON;RUE DE;CONSTANTINE;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.315014597679887, 48.86084653315205], [2.315048575871236, 48.86110659488463]]}";48.860976564, 2.31503158678
1177;7;NON;BOULEVARD;SAINT GERMAIN;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.320234694861884, 48.86147771990447], [2.3205440604561263, 48.86114961057968]]}";48.8613136652, 2.32038937766
1180;7;NON;BOULEVARD;SAINT GERMAIN;VOIE 50;COULOIR BUS PROTEGE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.321780077467111, 48.85983936411045], [2.322490777148278, 48.85908495628136]]}";48.8594621602, 2.32213542731
1189;6;NON;BOULEVARD;RASPAIL;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.326799221301544, 48.851168873219855], [2.327086479602691, 48.85018270000144]]}";48.8506757866, 2.32694285045
1191;6;NON;BOULEVARD;RASPAIL;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.327794809517339, 48.84771941302307], [2.32785860335247, 48.847502888415285]]}";48.8476111507, 2.32782670643
1200;14;NON;BOULEVARD;RASPAIL;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.329687817288855, 48.841523203209675], [2.329751710972895, 48.841374209838726]]}";48.8414487065, 2.32971976413
1202;14;NON;BOULEVARD;RASPAIL;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.330411336205426, 48.83941328216001], [2.330458252811278, 48.83928367377459]]}";48.839348478, 2.33043479451
1203;14;NON;BOULEVARD;RASPAIL;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.330632945087998, 48.839009324882376], [2.330674458911304, 48.838917348740864], [2.330723341715586, 48.83878775120196], [2.33091792020277, 48.83826675795831], [2.331023990593532, 48.83798111524258], [2.331051507050974, 48.83790659321684]]}";48.8384592931, 2.33084550663
1215;14;NON;BOULEVARD;RASPAIL;VOIE 30;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.330877766449555, 48.838896537963464], [2.330704276076412, 48.83923063462154], [2.330677038584761, 48.83928333971861], [2.330670986543223, 48.83929499424488], [2.330542675411775, 48.8396345381912], [2.330473794944072, 48.83982746559538], [2.330430537915781, 48.8399018992653], [2.330327616546379, 48.840179246894934], [2.330253276766569, 48.840375844844054]]}";48.8396291579, 2.33054952755
1218;14;NON;BOULEVARD;RASPAIL;VOIE 50;CONTINUITE MIXTE;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.329888558028877, 48.841350885474235], [2.329892967275021, 48.841390520758615], [2.329794158610398, 48.84165360484901], [2.329790253144778, 48.84166440308755], [2.329788154787627, 48.84167569253017], [2.329787919348717, 48.84168717291282], [2.329789553089988, 48.84169853889306], [2.329793012559008, 48.84170948817119], [2.329798205744667, 48.841719729530475], [2.3298049945243893, 48.841728990582645]]}";48.8415411264, 2.3298380019
1231;6;NON;BOULEVARD;RASPAIL;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.328638118488252, 48.84570947235575], [2.328580433560231, 48.84591044755038], [2.328464033397589, 48.84631589846786], [2.328375910139605, 48.84662650784749]]}";48.8461678999, 2.3285066982
1232;6;NON;BOULEVARD;RASPAIL;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.328375910139605, 48.84662650784749], [2.328321258276281, 48.8468210062822]]}";48.8467237571, 2.32834858421
1832;14;NON;CITE;BAUER;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.319891271692994, 48.83167835354732], [2.31957881478304, 48.83181534789152], [2.319277300354694, 48.831946927693004], [2.318895924865642, 48.832114809208896], [2.3187413226460443, 48.83218209115735], [2.318722021572418, 48.83219011022156], [2.318692790086531, 48.832203071295915]]}";48.8319408393, 2.31929208406
1833;14;NON;RUE;FRANCIS DE PRESSENSE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.317097388297188, 48.833514253696436], [2.316686919009123, 48.83378809327795], [2.316182132468914, 48.83412687857796], [2.316049557107343, 48.834216751242934]]}";48.8338648878, 2.31657305998
1835;14;NON;RUE DU;MOULIN;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.319695450830424, 48.8314038980485], [2.319114389318545, 48.83163745152221], [2.3187227017534022, 48.83179280260541], [2.318495567443606, 48.83182735700501], [2.318280078778698, 48.831813506251706], [2.318205767972379, 48.831823180810495], [2.317939846906903, 48.83180601249739]]}";48.8316917013, 2.31883292083
1838;14;NON;RUE DE;GERGOVIE;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.31557450644199, 48.83335034062173], [2.315434939376313, 48.83343689075936]]}";48.8333936157, 2.31550472291
1840;14;NON;RUE DE;GERGOVIE;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.315054761913859, 48.83365732757953], [2.315020875803171, 48.833675158688415], [2.314838712782603, 48.833743792431534]]}";48.8337023694, 2.31494755048
1842;14;NON;RUE DU;CANGE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3144843291984483, 48.834008907919156], [2.314914159927549, 48.83434041820448], [2.315422793239343, 48.8347344813255]]}";48.8343714401, 2.31495375797
1849;14;NON;RUE DE L;OUEST;ZONE 30;BANDE CYCLABLE SUR CHAUSSEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.316400813626994, 48.83449867935138], [2.316769784644894, 48.834707294180895]]}";48.8346029868, 2.31658529914
1851;14;NON;RUE;DECRES;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.314359796868526, 48.83261197743634], [2.314034318274519, 48.83236482218888], [2.313652709603181, 48.83207330744118]]}";48.8323428954, 2.3140060606
1861;14;NON;BOULEVARD;SAINT JACQUES;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.339684239069255, 48.831986445178494], [2.340657781538144, 48.83171842583215]]}";48.8318524355, 2.3401710103
1865;14;NON;RUE;DAREAU;ZONE 30;BANDE CYCLABLE DECALEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.339299289513352, 48.83199494576044], [2.339270405571361, 48.83196483885757], [2.338669374572244, 48.831704549470224], [2.338583219339942, 48.83169054843974]]}";48.8318271521, 2.33894839704
1869;14;NON;RUE;DAREAU;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.335956224077539, 48.83063392774155], [2.335905812786117, 48.83060683996355], [2.335865406952541, 48.83059120107005]]}";48.8306111789, 2.33591145292
1894;13;NON;BOULEVARD;AUGUSTE BLANQUI;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.346493567647244, 48.83010568171017], [2.347144473456875, 48.829926273002755]]}";48.8300159774, 2.34681902055
1897;13;NON;BOULEVARD;AUGUSTE BLANQUI;VOIE 50;PISTE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3478636908642923, 48.82972858483678], [2.347880931508198, 48.82972387038677], [2.347951019495563, 48.829720231351175], [2.348140478743002, 48.829668318618424]]}";48.8297031344, 2.34800283931
1898;13;NON;BOULEVARD;AUGUSTE BLANQUI;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.348140478743002, 48.829668318618424], [2.348204811563019, 48.82963784020566], [2.348398397414051, 48.82958058798094]]}";48.8296206498, 2.34826798471
1909;13;NON;RUE DES;CINQ DIAMANTS;ZONE DE RENCONTRE;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.349856041314282, 48.82808418135845], [2.349765208576524, 48.8280078056987]]}";48.8280459935, 2.34981062495
1921;13;NON;BOULEVARD;AUGUSTE BLANQUI;VOIE 30;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.350821351406609, 48.8301323815495], [2.35063656641872, 48.83007492712269]]}";48.8301036543, 2.35072895891
1926;13;NON;BOULEVARD;AUGUSTE BLANQUI;VOIE 30;PISTE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.349865010326684, 48.829830099874776], [2.3496975810495, 48.829775608719885]]}";48.8298028543, 2.34978129569
1927;13;NON;BOULEVARD;AUGUSTE BLANQUI;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3496975810495, 48.829775608719885], [2.349624498085688, 48.82975729471915], [2.349550141290996, 48.829745146085266], [2.349498040498891, 48.82974080143315], [2.349445758885143, 48.829740763964736], [2.349393651919239, 48.829745033934785], [2.349342073883213, 48.82975358231122], [2.349193756523294, 48.829793439382435]]}";48.8297571789, 2.34944497905
1929;13;NON;BOULEVARD;AUGUSTE BLANQUI;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.348724773085467, 48.82992244664537], [2.348590263263318, 48.82995902935049]]}";48.829940738, 2.34865751817
1933;13;NON;BOULEVARD;AUGUSTE BLANQUI;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.347715534654481, 48.830200638187186], [2.347463985352304, 48.83026719888435]]}";48.8302339185, 2.34758976
1940;13;NON;BOULEVARD;AUGUSTE BLANQUI;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.345024411021813, 48.83094323892726], [2.344597570633227, 48.831061457558775]]}";48.8310023482, 2.34481099083
1946;13;NON;BOULEVARD;AUGUSTE BLANQUI;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.34297929767503, 48.83150729824457], [2.342865134359467, 48.831538723869656]]}";48.8315230111, 2.34292221602
1951;13;NON;BOULEVARD;AUGUSTE BLANQUI;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.342114715605045, 48.83174461620516], [2.342007815214585, 48.8317746457603]]}";48.831759631, 2.34206126541
1958;14;NON;BOULEVARD;SAINT JACQUES;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.339652438813132, 48.832422717986844], [2.339564447794969, 48.83244710895324]]}";48.8324349135, 2.3396084433
1965;14;NON;BOULEVARD;SAINT JACQUES;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.338115887322584, 48.83284621995442], [2.338039524918597, 48.832867803748485]]}";48.8328570119, 2.33807770612
1972;14;NON;BOULEVARD;SAINT JACQUES;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.336012996035269, 48.83342522240939], [2.335961435908278, 48.83343972034966]]}";48.8334324714, 2.33598721597
1982;14;NON;BOULEVARD;SAINT JACQUES;VOIE 50;CONTINUITE VELO;;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.335937462450928, 48.833154636828475], [2.335861266552548, 48.832926997495086]]}";48.8330408172, 2.3358993645
1990;14;NON;RUE DE LA;TOMBE ISSOIRE;ZONE 30;PISTE CYCLABLE SUR CHAUSSEE;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.334590601403558, 48.830984467236455], [2.334463701480008, 48.83079433097676]]}";48.8308893991, 2.33452715144
1994;14;NON;RUE DE LA;TOMBE ISSOIRE;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.334463701480008, 48.83079433097676], [2.334348702497358, 48.83061763944276]]}";48.8307059852, 2.33440620199
1999;14;NON;RUE DU;COUEDIC;ZONE 30;PISTE CYCLABLE SUR CHAUSSEE;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.333192269777815, 48.83024049926829], [2.333005524229247, 48.83023368979107]]}";48.8302370945, 2.333098897
2000;14;NON;RUE DU;COUEDIC;ZONE 30;BANDE CYCLABLE SUR CHAUSSEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.333302514170097, 48.83024451907467], [2.333192269777815, 48.83024049926829]]}";48.8302425092, 2.33324739197
1719;16;NON;RUE;MESNIL;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.28503634293873, 48.86925282263483], [2.284907732305139, 48.869059583867916], [2.284790569511585, 48.86888415287084], [2.284608408769317, 48.868612378441874], [2.284479719755462, 48.868421207061104], [2.284304153232806, 48.86816093555564], [2.284141153691015, 48.86791826809197], [2.283967378074052, 48.86766326542878], [2.2838069951240962, 48.867423768294536], [2.283638787780532, 48.867173706521875], [2.28362269542736, 48.867149840581]]}";48.8682007383, 2.2843304022
1721;16;NON;RUE DES;BELLES FEUILLES;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.2831436640845792, 48.8656863860672], [2.28286633149674, 48.86597264852159], [2.282570572133606, 48.866287211475615], [2.282250557690105, 48.86662371025896], [2.281976779765383, 48.86691303758993], [2.281739475225333, 48.86716232141532], [2.281441527197036, 48.867477677229274], [2.281250328382517, 48.867678837084384]]}";48.8666816404, 2.28219598722
1723;16;NON;RUE DE;LONGCHAMP;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.286327360795173, 48.865113471573], [2.285716322434883, 48.86519465276019], [2.285427975186848, 48.865230507504755], [2.285224469649985, 48.86527065392663], [2.284734832458292, 48.86533222479383], [2.283632777596874, 48.865474254936274]]}";48.8652962553, 2.28498043944
1727;16;NON;RUE DES;SABLONS;ZONE 30;BANDE CYCLABLE SUR CHAUSSEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.28317004658381, 48.865286755551054], [2.282926190238623, 48.865008978172035], [2.282568469646172, 48.86460035948694], [2.282452471555092, 48.864468200855356]]}";48.8648775268, 2.28281120363
1739;16;NON;RUE;CORTAMBERT;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.27730515904933, 48.859415767473116], [2.2776029377857903, 48.85967843281547], [2.278055790501128, 48.860073488273095]]}";48.8597451211, 2.27768004211
1759;16;OUI;PORTE;MAILLOT;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TERRE-PLEIN;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.278804393212835, 48.8770596436376], [2.278701831425824, 48.877186587302305]]}";48.8771231155, 2.27875311232
1763;16;NON;PORTE;MAILLOT;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TERRE-PLEIN;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.278886231668318, 48.87702472023991], [2.278891199307861, 48.8770223261803], [2.278896475403324, 48.87702072250307], [2.278901935057529, 48.877019947170886], [2.278907449028041, 48.87702001853764], [2.279037076060077, 48.87702991266414], [2.279167021912261, 48.87703380325198], [2.279297008686135, 48.87703168198085], [2.279426758395729, 48.877023553387254], [2.279555993562048, 48.877009434854756], [2.279626808871887, 48.87699819532602], [2.279697089321497, 48.87698398992154]]}";48.8770214405, 2.27929226636
1765;16;NON;AVENUE DE;NEW YORK;VOIE 50;PISTE CYCLABLE SUR TROTTOIR;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.291380309615071, 48.86041573517779], [2.291412679189801, 48.86043769730556], [2.29171759835276, 48.86066398952327], [2.291873519573381, 48.8607860171332], [2.292393935571493, 48.86119813443099], [2.292834001835185, 48.861547567992666], [2.293295613179272, 48.861913077401205], [2.293734633190983, 48.86226131966682], [2.293792055714462, 48.86230547961303], [2.293851659082883, 48.86234664860044], [2.293913287662368, 48.86238471913029], [2.29401235211487, 48.86243966230629], [2.294113304964011, 48.86249105336183], [2.294307360033659, 48.86257490342115], [2.2944000952298422, 48.86260983212066], [2.294539170349065, 48.86265436783638], [2.294752283980757, 48.86271942536219], [2.295392413872704, 48.86291607715164], [2.296152668057774, 48.863148877228625], [2.296260569792652, 48.863181412485496], [2.296359534498567, 48.8632127135907], [2.296412324765276, 48.863228738011735], [2.296629008388976, 48.863294994630024], [2.296660454684643, 48.86330380168823], [2.296692368309972, 48.86331072659282], [2.296967351734026, 48.86336964538603], [2.297362769719113, 48.86345479124129], [2.297784172677717, 48.86354528687847], [2.298573060681851, 48.863714437964326], [2.2986116272050863, 48.863722934542274], [2.2987483171319543, 48.86374559342746], [2.298759013282287, 48.86374920062133], [2.298827523715957, 48.86378150271475], [2.298838595537216, 48.86378666027343], [2.298850256540126, 48.86379029436874], [2.2988622981762052, 48.86379234000754], [2.299003544493031, 48.86380911775778], [2.299276165008732, 48.8638443872146], [2.299892182687738, 48.86392532204172], [2.300663831952281, 48.86402553562712], [2.300884521832769, 48.864054117802745], [2.300910660707936, 48.86404127392306], [2.3009185528600318, 48.864037972297226], [2.300926826550827, 48.86403579678845], [2.30093532196173, 48.86403478941989], [2.300943874991299, 48.86403496965036], [2.301136940660983, 48.864060318084654], [2.3012325822011688, 48.86407269160391], [2.301355379684095, 48.86409240158153], [2.301391625693494, 48.86409784097601], [2.301448807861289, 48.86410703604974]]}";48.8628374121, 2.29618038574
